tweet_id,lang,possibly_sensitive,created_at,text,type
1466164111373447174,fr,False,2021-11-30 21:55:38+00:00,"@fred_audibert @JulienPain @BenoitZagdoun @Luc_Brisson_ Et si, en moyenne ça fait 2% sur 12 mois. 
Et 2% c'est pas beaucoup parce c'est le complément de 98% des hospitalisations qui n'avaient rien à voir avec le covid.",replied_to
1466164110937182228,en,False,2021-11-30 21:55:38+00:00,"Weekly COVID-19 vaccination update:
💉2,973 more doses have been administered to #ptbo residents (658 as 1st doses, 367 as 2nd doses &amp; 1,948 as 3rd doses)
💉In total, 234,516 doses have been administered to local residents

Note: vaxx stats for children are not yet available. https://t.co/uZAsN5qKMp",
1466164110576562182,en,False,2021-11-30 21:55:38+00:00,The state Department of Health reported the largest single-day increases since January in new COVID-19 cases for the state and region Wednesday. https://t.co/j8iyHwkKse,
1466164110241026052,en,False,2021-11-30 21:55:38+00:00,"These Are The Counties In The Louisville/Jefferson County, KY-IN Metro Area With The Least COVID-19 https://t.co/lRU3tSZJ5H",
1466164110106796040,en,False,2021-11-30 21:55:38+00:00,@nwblackmon @GatorHb @pennyheartaway This would be his covid year right?,replied_to
1466164109628653577,es,False,2021-11-30 21:55:38+00:00,Como lo sospechaba los idols tienen alguna capa protectora que hace que no les pase nada gracias mi Lisa hermosa por estar bien como saben a Lisa le dijeron que tenía covid 19 y todas las blinks se preocuparon pero ahora jisoo nos alegro el día dijo que Lisa estaba bien ❤❤❤ https://t.co/CHNTjSHArA,
1466164109548802051,en,False,2021-11-30 21:55:38+00:00,Policy failures lead to more COVID deaths in 2021 (from Livestream #106) https://t.co/8sUuA0s9XG via @YouTube,
1466164109473300481,in,False,2021-11-30 21:55:38+00:00,"Demi Terciptanya Herd Immunity, UlamaTokoh MasyarakatPemerintah Mengajak Masyarakat Untuk Tidak Perlu Takut Divaksin Covid-19 https://t.co/gj3POVbVl6",replied_to
1466164109246976008,en,False,2021-11-30 21:55:38+00:00,"@DaveRyan2010 @jheidrick15 @Em00d4 @JChingas8063 @SenSanders You idiot, the number of deaths in America is 780 thousand. And that number is inflated since it includes anyone who died within 28 days of a covid infection. The global survival rate for Covid across all ages/demographics is 99.8%",replied_to
1466164108345151501,en,False,2021-11-30 21:55:38+00:00,"@DazzaPJones @SkyNews “Your covid views are pure Q anon, but you clap for the NHS and Caption top”",replied_to
1466164107569205255,pt,False,2021-11-30 21:55:37+00:00,Cientistas chineses descobrem anticorpo base para criação de 'vacina universal' contra a COVID-19 https://t.co/GDP7I8wxbq,
1466164107392995329,es,False,2021-11-30 21:55:37+00:00,"Yo, lo que os diría, es que dejarais clara vuestra posición contra la imposición de las vacunas experimentales covid, que habláis con la boca muy pequeña, y os estáis poniendo muy de perfil. Sobre todo, que Steegann  rectifique, o seas expulsado. https://t.co/FljuBVfMQD",quoted
1466164106638073867,en,False,2021-11-30 21:55:37+00:00,@WHCOS You are insane. The democratic party and the media nearly destroyed my small business with the fear mongering and overall pussy like behavior that you all took with covid. Fuck off out of my life and my business you tyrannical assholes.,replied_to
1466164105459421188,en,False,2021-11-30 21:55:37+00:00,"1 part carbonated water, 1 part natural flavors, 4 parts Covid-19 vaccine, and all parts fun!⁠

https://t.co/iBchfj0peQ⁠

#parody #satire #comedy #fakenews #melmacnews⁠ #dankmemes #cdc #omicron #covid #covid19 #booster⁠ https://t.co/vX5cSlhiX7",
1466164104243159056,en,False,2021-11-30 21:55:37+00:00,the bitches that bought those stupid ass kawaii masks a few years ago were already ready for covid,
1466164103714590723,es,True,2021-11-30 21:55:36+00:00,"🇦🇷 #ARGENTINA | #Covid19 🦠

Datos del día:👇🏼

✅ 1881 casos positivos

✅ 8 fallecidos

Fuente: Ministerio de Salud de la Nación

https://t.co/PLECSwmQZK",
1466164102674497548,lv,False,2021-11-30 21:55:36+00:00,"Liekas, tam iemesls ir atkal: tas, ko es neredzu, neeksistē. Long-Covid nav viegli saskaitāmas, tam vajag pētījumus, lai cilvēki saprastu, cik un kad tas notiek. Bet pagaidām cilvar Long-Covid nav redzami, statistikai netraucē, slimnīcās nenonāk, lai tik slimo. https://t.co/xRdUbKhRz8",quoted
1466164097213292549,en,False,2021-11-30 21:55:35+00:00,@campaignarf You gonna bring covid again??,replied_to
1466164096726974464,en,False,2021-11-30 21:55:35+00:00,"@DataDrivenMD I find the ""different rules for citizens than for visitors"" to be a bit odd. Covid can't read your home country off your passport. I haven't been to the US in years, so anything I carry home will resemble what I come into contact with in Europe rather than what is in the US.",replied_to
1466164096634703878,en,False,2021-11-30 21:55:35+00:00,Virus that causes COVID-19 found in Quebec deer #englishheadline #Virus #COVID19 #Quebec #deer https://t.co/teeVfbQVX3,
1466164096320086018,en,False,2021-11-30 21:55:35+00:00,"@mhstein @ddiamond in terms of COVID I think people were kind of deluding themselves a bit in the US that things were calming down. but add the clear new concerns with another school shooting, historic supreme court arguments etc. and it feels like A LOT!!",replied_to
1466164095913189377,en,False,2021-11-30 21:55:35+00:00,@DearAuntCrabby Yes! Just like how he was hoping Blue states would die from Covid,replied_to
1466164095523205120,tr,False,2021-11-30 21:55:35+00:00,Görev başındayken hastadan covid kapıp vefat sağlıkçıları şehit saymadınız.Ailelerine destek olmadınız.Sahipsiz bıraktınız. Ne adam akıllı kullanabileceğimiz iznimiz oldu ne de hakettiğimiz kadar maaşımız.Hakkımız olandan başkasında gözümüz yok.@drfahrettinkoca #SağlıkçınınOyuYok,
1466164095187566595,en,False,2021-11-30 21:55:34+00:00,@BrewedBlackGirl I literally get the flu shot every damn year. I’ll get the covid booster too. Imma need people to chill.,replied_to
1466164094340378624,en,False,2021-11-30 21:55:34+00:00,@EbonyJHilton_MD Oh my God shut the hell up you’re comparing this to Covid? Truly disgusting and sick not one child in the entire country has died of Covid who didn’t have a comorbidity go to hell!!!,replied_to
