tweet_id,lang,possibly_sensitive,created_at,text,type,clean_tweet
1466164111373447174,fr,False,2021-11-30 21:55:38+00:00,"@fred_audibert @JulienPain @BenoitZagdoun @Luc_Brisson_ Et si, en moyenne ça fait 2% sur 12 mois. 
Et 2% c'est pas beaucoup parce c'est le complément de 98% des hospitalisations qui n'avaient rien à voir avec le covid.",replied_to,"['rien', '%', 'sur', '12', 'beaucoup', 'si', 'de', 'le', 'voir', ""n'avaient"", 'pa', 'moyenne', ""c'est"", 'et', 'mois', 'fait', 'hospitalisation', 'parce', 'ca', 'complement', 'audibert', 'de', '98', 'qui', 'covid', 'en', 'avec', '2', 'brisson']"
1466164110937182228,en,False,2021-11-30 21:55:38+00:00,"Weekly COVID-19 vaccination update:
💉2,973 more doses have been administered to #ptbo residents (658 as 1st doses, 367 as 2nd doses &amp; 1,948 as 3rd doses)
💉In total, 234,516 doses have been administered to local residents

Note: vaxx stats for children are not yet available. https://t.co/uZAsN5qKMp",,"['3rd', '&', '19', '(', '948', 'administered', 'stats', 'update', '973', ')', 'local', 'child', '234', 'available', 'resident', 'note', '516', 'amp', 'vaccination', 'dos', '1', '658', 'yet', 'vaxx', '1st', 'weekly', 'covid', '2nd', '2', '367', 'total']"
1466164110576562182,en,False,2021-11-30 21:55:38+00:00,The state Department of Health reported the largest single-day increases since January in new COVID-19 cases for the state and region Wednesday. https://t.co/j8iyHwkKse,,"['increase', 'since', 'case', 'new', 'department', 'reported', 'largest', 'single', 'health', 'january', 'covid', '19', 'region', 'wednesday', 'day', 'state']"
1466164110241026052,en,False,2021-11-30 21:55:38+00:00,"These Are The Counties In The Louisville/Jefferson County, KY-IN Metro Area With The Least COVID-19 https://t.co/lRU3tSZJ5H",,"['metro', 'area', 'least', 'covid', '19', 'louisville/jefferson', 'county', 'county', 'ky']"
1466164110106796040,en,False,2021-11-30 21:55:38+00:00,@nwblackmon @GatorHb @pennyheartaway This would be his covid year right?,replied_to,"['right', '?', 'covid', 'year', 'would']"
1466164109628653577,es,False,2021-11-30 21:55:38+00:00,Como lo sospechaba los idols tienen alguna capa protectora que hace que no les pase nada gracias mi Lisa hermosa por estar bien como saben a Lisa le dijeron que tenía covid 19 y todas las blinks se preocuparon pero ahora jisoo nos alegro el día dijo que Lisa estaba bien ❤❤❤ https://t.co/CHNTjSHArA,,"['hermosa', 'el', 'como', 'protectora', '19', 'le', 'sospechaba', 'preocuparon', 'jisoo', 'dia', 'mi', 'capa', 'no', 'estaba', 'idol', 'dijo', 'le', 'toda', 'pero', 'que', 'tienen', 'gracias', 'alguna', 'por', 'estar', 'blink', 'saben', 'se', 'lo', 'nada', 'alegro', 'bien', 'los', 'ahora', 'dijeron', 'pase', 'tenia', 'la', 'hace', 'covid', 'lisa']"
1466164109548802051,en,False,2021-11-30 21:55:38+00:00,Policy failures lead to more COVID deaths in 2021 (from Livestream #106) https://t.co/8sUuA0s9XG via @YouTube,,"['lead', '2021', ')', 'covid', 'failure', 'livestream', '(', 'death', 'from', 'policy']"
1466164109473300481,in,False,2021-11-30 21:55:38+00:00,"Demi Terciptanya Herd Immunity, UlamaTokoh MasyarakatPemerintah Mengajak Masyarakat Untuk Tidak Perlu Takut Divaksin Covid-19 https://t.co/gj3POVbVl6",replied_to,"['demi', 'divaksin', 'immunity', 'herd', 'masyarakat', 'perlu', 'covid', '19', 'tidak', 'masyarakatpemerintah', 'mengajak', 'takut', 'untuk', 'ulamatokoh', 'terciptanya']"
1466164109246976008,en,False,2021-11-30 21:55:38+00:00,"@DaveRyan2010 @jheidrick15 @Em00d4 @JChingas8063 @SenSanders You idiot, the number of deaths in America is 780 thousand. And that number is inflated since it includes anyone who died within 28 days of a covid infection. The global survival rate for Covid across all ages/demographics is 99.8%",replied_to,"['anyone', 'includes', 'within', 'thousand', '8', '%', 'america', 'infection', 'died', '99', 'rate', 'ages/demographics', 'since', 'survival', '28', '780', 'death', 'day', 'across', 'number', 'inflated', 'covid', 'idiot', 'global']"
1466164108345151501,en,False,2021-11-30 21:55:38+00:00,"@DazzaPJones @SkyNews “Your covid views are pure Q anon, but you clap for the NHS and Caption top”",replied_to,"['clap', 'nh', 'caption', 'view', 'covid', 'q', 'top', 'pure', 'anon']"
